radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
LTE,310,410,12553,178997249,0,-81.5527,30.3638,1645,50,1,1458834918,1750110904,0
LTE,310,410,12553,176903689,0,-81.4788,30.3996,2393,25,1,1458834913,1750110974,0
LTE,310,410,12553,176923658,0,-81.5565,30.3486,3480,29,1,1458834914,1746405783,0
LTE,310,410,12553,176923393,0,-81.4897,30.3201,792,29,1,1458834914,1746405547,0
LTE,310,410,12553,176964872,0,-81.6672,30.3579,26389,50,1,1458834916,1776110521,0
LTE,310,410,12553,176969736,0,-81.4575,30.3834,4496,27,1,1458834917,1750110973,0
LTE,310,410,12553,176969729,0,-81.4593,30.3584,1963,31,1,1458834917,1749490394,0
LTE,310,410,12553,176946178,0,-81.6474,30.3105,22887,49,1,1458834916,1741048986,0
LTE,310,410,12553,178947586,0,-81.5581,30.3178,2742,48,1,1458834917,1750110965,0
LTE,310,410,12553,176969743,0,-81.4602,30.3591,2024,31,1,1458834917,1749164770,0
LTE,310,410,12553,176939784,0,-81.7011,30.4522,7917,19,1,1458834916,1750110902,0
LTE,310,410,12553,178973705,0,-81.65,30.3055,5649,50,1,1458834917,1740964652,0
LTE,310,410,12553,178972944,0,-81.6121,30.3759,3182,31,1,1458834917,1749490327,0
LTE,310,410,12553,178982417,0,-81.5096,30.3652,7475,32,1,1458834917,1746912722,0
LTE,310,410,12553,176901128,0,-81.4347,30.3597,1065,17,1,1458834913,1746405545,0
LTE,310,410,12553,176908815,0,-81.4706,30.3571,4642,49,1,1458834913,1747521374,0
LTE,310,410,12553,176924931,0,-81.6675,30.3689,7205,50,1,1458834915,1741048988,0
LTE,310,410,12553,176940560,0,-81.4013,30.3588,2707,20,1,1458834916,1748703430,0
LTE,310,410,12553,176943361,0,-81.6354,30.5139,6964,24,1,1440524018,1767557282,0
LTE,310,410,12553,178947593,0,-81.5528,30.3164,2120,31,1,1458834917,1750110793,0
LTE,310,410,12553,179012867,0,-81.6744,30.3246,1458,50,1,1458834918,1741048987,0
LTE,310,410,12553,179019784,0,-81.6391,30.3049,20474,50,1,1458834918,1745695938,0
LTE,310,410,12553,178974224,0,-81.4272,30.3927,1131,46,1,1458834917,1743970144,0
LTE,310,410,12553,179019777,0,-81.6445,30.3094,1559,32,1,1458834918,1745695937,0
LTE,310,410,12553,179017731,0,-81.4716,30.3339,2313,28,1,1458834918,1744551489,0
